	sql	nest_level	sub_statements
695	select t1.contestant_number , t1.contestant_name from contestants as t1 join votes as t2 on t1.contestant_number = t2.contestant_number group by t1.contestant_number order by count (*) asc limit 1	0	0
696	select count (*) from votes where state = 'ny' or state = 'ca'	0	0
697	select count (*) from contestants where contestant_number not in 	1	0
698	select t1.area_code from area_code_state as t1 join votes as t2 on t1.state = t2.state group by t1.area_code order by count (*) desc limit 1	0	0
699	select t2.created , t2.state , t2.phone_number from contestants as t1 join votes as t2 on t1.contestant_number = t2.contestant_number where t1.contestant_name = 'tabatha gehling'	0	0
700	intersect	0	2
701	"select contestant_name from contestants where contestant_name like ""%al%"""	0	0
702	select name from country where indepyear > 1950	0	0
703	select name from country where indepyear > 1950	0	0
704	"select count (*) from country where governmentform = ""republic"""	0	0
705	"select count (*) from country where governmentform = ""republic"""	0	0
706	"select sum (surfacearea) from country where region = ""caribbean"""	0	0
707	"select sum (surfacearea) from country where region = ""caribbean"""	0	0
708	"select continent from country where name = ""anguilla"""	0	0
709	"select continent from country where name = ""anguilla"""	0	0
710	"select region from country as t1 join city as t2 on t1.code = t2.countrycode where t2.name = ""kabul"""	0	0
711	"select region from country as t1 join city as t2 on t1.code = t2.countrycode where t2.name = ""kabul"""	0	0
712	"select t2.language from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.name = ""aruba"" order by percentage desc limit 1"	0	0
713	"select t2.language from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.name = ""aruba"" order by percentage desc limit 1"	0	0
714	"select population , lifeexpectancy from country where name = ""brazil"""	0	0
715	"select population , lifeexpectancy from country where name = ""brazil"""	0	0
716	"select population , region from country where name = ""angola"""	0	0
717	"select population , region from country where name = ""angola"""	0	0
718	"select avg (lifeexpectancy) from country where region = ""central africa"""	0	0
719	"select avg (lifeexpectancy) from country where region = ""central africa"""	0	0
720	"select name from country where continent = ""asia"" order by lifeexpectancy limit 1"	0	0
721	"select name from country where continent = ""asia"" order by lifeexpectancy limit 1"	0	0
722	"select sum (population) , max (gnp) from country where continent = ""asia"""	0	0
723	"select sum (population) , max (gnp) from country where continent = ""asia"""	0	0
724	"select avg (lifeexpectancy) from country where continent = ""africa"" and governmentform = ""republic"""	0	0
725	"select avg (lifeexpectancy) from country where continent = ""africa"" and governmentform = ""republic"""	0	0
726	"select sum (surfacearea) from country where continent = ""asia"" or continent = ""europe"""	0	0
727	"select sum (surfacearea) from country where continent = ""asia"" or continent = ""europe"""	0	0
728	"select sum (population) from city where district = ""gelderland"""	0	0
729	"select sum (population) from city where district = ""gelderland"""	0	0
730	"select avg (gnp) , sum (population) from country where governmentform = ""us territory"""	0	0
731	"select avg (gnp) , sum (population) from country where governmentform = ""us territory"""	0	0
732	select count (distinct language) from countrylanguage	0	0
733	select count (distinct language) from countrylanguage	0	0
734	"select count (distinct governmentform) from country where continent = ""africa"""	0	0
735	"select count (distinct governmentform) from country where continent = ""africa"""	0	0
736	"select count (t2.language) from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.name = ""aruba"""	0	0
737	"select count (t2.language) from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.name = ""aruba"""	0	0
738	"select count (*) from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.name = ""afghanistan"" and isofficial = ""t"""	0	0
739	"select count (*) from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.name = ""afghanistan"" and isofficial = ""t"""	0	0
740	select t1.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode group by t1.name order by count (*) desc limit 1	0	0
741	select t1.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode group by t1.name order by count (*) desc limit 1	0	0
742	select t1.continent from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode group by t1.continent order by count (*) desc limit 1	0	0
743	select t1.continent from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode group by t1.continent order by count (*) desc limit 1	0	0
744	intersect	0	2
745	intersect	0	2
746	intersect	0	2
747	intersect	0	2
748	intersect	0	2
749	intersect	0	2
750	"select count ( distinct continent) from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t2.language = ""chinese"""	0	0
751	"select count ( distinct continent) from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t2.language = ""chinese"""	0	0
752	"select distinct t1.region from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t2.language = ""english"" or t2.language = ""dutch"""	0	0
753	"select distinct t1.region from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t2.language = ""english"" or t2.language = ""dutch"""	0	0
754	union	0	2
755	union	0	2
756	"select t2.language from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.continent = ""asia"" group by t2.language order by count (*) desc limit 1"	0	0
757	"select t2.language from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.continent = ""asia"" group by t2.language order by count (*) desc limit 1"	0	0
758	"select t2.language from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.governmentform = ""republic"" group by t2.language having count (*) = 1"	0	0
759	"select t2.language from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.governmentform = ""republic"" group by t2.language having count (*) = 1"	0	0
760	"select t1.name , t1.population from city as t1 join countrylanguage as t2 on t1.countrycode = t2.countrycode where t2.language = ""english"" order by t1.population desc limit 1"	0	0
761	"select t1.name , t1.population from city as t1 join countrylanguage as t2 on t1.countrycode = t2.countrycode where t2.language = ""english"" order by t1.population desc limit 1"	0	0
762	"select name , population , lifeexpectancy from country where continent = ""asia"" order by surfacearea desc limit 1"	0	0
763	"select name , population , lifeexpectancy from country where continent = ""asia"" order by surfacearea desc limit 1"	0	0
764	"select avg (lifeexpectancy) from country where name not in (select t1.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t2.language = ""english"" and t2.isofficial = ""t"") "	0	0
765	"select avg (lifeexpectancy) from country where name not in (select t1.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t2.language = ""english"" and t2.isofficial = ""t"") "	0	0
766	"select sum (population) from country where name not in (select t1.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t2.language = ""english"") "	0	0
767	"select sum (population) from country where name not in (select t1.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t2.language = ""english"") "	0	0
768	"select t2.language from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.headofstate = ""beatrix"" and t2.isofficial = ""t"""	0	0
769	"select t2.language from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where t1.headofstate = ""beatrix"" and t2.isofficial = ""t"""	0	0
770	"select count (distinct t2.language) from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where indepyear < 1930 and t2.isofficial = ""t"""	0	0
771	"select count (distinct t2.language) from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode where indepyear < 1930 and t2.isofficial = ""t"""	0	0
772	"select name from country where surfacearea > (select min (surfacearea) from country where continent = ""europe"") "	0	0
773	"select name from country where surfacearea > (select min (surfacearea) from country where continent = ""europe"") "	0	0
774	"select name from country where continent = ""africa"" and population < (select max (population) from country where continent = ""asia"") "	0	0
775	"select name from country where continent = ""africa"" and population < (select min (population) from country where continent = ""asia"") "	0	0
776	"select name from country where continent = ""asia"" and population > (select max (population) from country where continent = ""africa"") "	0	0
777	"select name from country where continent = ""asia"" and population > (select min (population) from country where continent = ""africa"") "	0	0
778	except	0	2
779	except	0	2
780	"select distinct countrycode from countrylanguage where language != ""english"""	0	0
781	"select distinct countrycode from countrylanguage where language != ""english"""	0	0
782	except	0	2
783	except	0	2
784	select distinct t2.name from country as t1 join city as t2 on t2.countrycode = t1.code where t1.continent = 'europe' and t1.name not in (select t3.name from country as t3 join countrylanguage as t4 on t3.code = t4.countrycode where t4.isofficial = 't' and t4.language = 'english') 	0	0
785	select distinct t2.name from country as t1 join city as t2 on t2.countrycode = t1.code where t1.continent = 'europe' and t1.name not in (select t3.name from country as t3 join countrylanguage as t4 on t3.code = t4.countrycode where t4.isofficial = 't' and t4.language = 'english') 	0	0
786	"select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode join city as t3 on t1.code = t3.countrycode where t2.isofficial = 't' and t2.language = 'chinese' and t1.continent = ""asia"""	0	0
787	"select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode join city as t3 on t1.code = t3.countrycode where t2.isofficial = 't' and t2.language = 'chinese' and t1.continent = ""asia"""	0	0
788	select name , surfacearea , indepyear from country order by population limit 1	0	0
789	select name , surfacearea , indepyear from country order by population limit 1	0	0
790	select name , population , headofstate from country order by surfacearea desc limit 1	0	0
791	select name , population , headofstate from country order by surfacearea desc limit 1	0	0
792	select count (t2.language) , t1.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode group by t1.name having count (*) > 2	0	0
793	select count (t2.language) , t1.name from country as t1 join countrylanguage as t2 on t1.code = t2.countrycode group by t1.name having count (*) > 2	0	0
794	select count (*) , district from city where population > (select avg (population) from city) group by district	0	0
795	select count (*) , district from city where population > (select avg (population) from city) group by district	0	0
796	select sum (population) , governmentform from country group by governmentform having avg (lifeexpectancy) > 72	0	0
797	select sum (population) , governmentform from country group by governmentform having avg (lifeexpectancy) > 72	0	0
798	select sum (population) , avg (lifeexpectancy) , continent from country group by continent having avg (lifeexpectancy) < 72	0	0
799	select sum (population) , avg (lifeexpectancy) , continent from country group by continent having avg (lifeexpectancy) < 72	0	0
800	select name , surfacearea from country order by surfacearea desc limit 5	0	0
801	select name , surfacearea from country order by surfacearea desc limit 5	0	0
802	select name from country order by population desc limit 3	0	0
803	select name from country order by population desc limit 3	0	0
804	select name from country order by population asc limit 3	0	0
805	select name from country order by population asc limit 3	0	0
806	"select count (*) from country where continent = ""asia"""	0	0
807	"select count (*) from country where continent = ""asia"""	0	0
808	"select name from country where continent = ""europe"" and population = ""80000"""	0	0
809	"select name from country where continent = ""europe"" and population = ""80000"""	0	0
810	"select sum (population) , avg (surfacearea) from country where continent = ""north america"" and surfacearea > 3000"	0	0
811	"select sum (population) , avg (surfacearea) from country where continent = ""north america"" and surfacearea > 3000"	0	0
812	select name from city where population between 160000 and 900000	0	0
813	select name from city where population between 160000 and 900000	0	0
814	select language from countrylanguage group by language order by count (*) desc limit 1	0	0
815	select language from countrylanguage group by language order by count (*) desc limit 1	0	0
816	select language , countrycode , max (percentage) from countrylanguage group by countrycode	0	0
817	select language , countrycode , max (percentage) from countrylanguage group by countrycode	0	0
818	"select count (*) , max (percentage) from countrylanguage where language = ""spanish"" group by countrycode"	0	0
819	"select count (*) , max (percentage) from countrylanguage where language = ""spanish"" group by countrycode"	0	0
820	"select countrycode , max (percentage) from countrylanguage where language = ""spanish"" group by countrycode"	0	0
821	"select countrycode , max (percentage) from countrylanguage where language = ""spanish"" group by countrycode"	0	0
822	select count (*) from conductor	0	0
823	select count (*) from conductor	0	0
824	select name from conductor order by age asc	0	0
825	select name from conductor order by age asc	0	0
826	select name from conductor where nationality != 'usa'	0	0
827	select name from conductor where nationality != 'usa'	0	0
828	select record_company from orchestra order by year_of_founded desc	0	0
829	select record_company from orchestra order by year_of_founded desc	0	0
830	select avg (attendance) from show	0	0
831	select avg (attendance) from show	0	0
832	"select max (share) , min (share) from performance where type != ""live final"""	0	0
833	"select max (share) , min (share) from performance where type != ""live final"""	0	0
834	select count (distinct nationality) from conductor	0	0
835	select count (distinct nationality) from conductor	0	0
836	select name from conductor order by year_of_work desc	0	0
837	select name from conductor order by year_of_work desc	0	0
838	select name from conductor order by year_of_work desc limit 1	0	0
839	select name from conductor order by year_of_work desc limit 1	0	0
840	select t1.name , t2.orchestra from conductor as t1 join orchestra as t2 on t1.conductor_id = t2.conductor_id	0	0
841	select t1.name , t2.orchestra from conductor as t1 join orchestra as t2 on t1.conductor_id = t2.conductor_id	0	0
842	select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id = t2.conductor_id group by t2.conductor_id having count (*) > 1	0	0
843	select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id = t2.conductor_id group by t2.conductor_id having count (*) > 1	0	0
844	select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id = t2.conductor_id group by t2.conductor_id order by count (*) desc limit 1	0	0
845	select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id = t2.conductor_id group by t2.conductor_id order by count (*) desc limit 1	0	0
846	select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id = t2.conductor_id where year_of_founded > 2008	0	0
847	select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id = t2.conductor_id where year_of_founded > 2008	0	0
848	select record_company , count (*) from orchestra group by record_company	0	0
849	select record_company , count (*) from orchestra group by record_company	0	0
850	select major_record_format from orchestra group by major_record_format order by count (*) asc	0	0
851	select major_record_format from orchestra group by major_record_format order by count (*) asc	0	0
852	select record_company from orchestra group by record_company order by count (*) desc limit 1	0	0
853	select record_company from orchestra group by record_company order by count (*) desc limit 1	0	0
854	select orchestra from orchestra where orchestra_id not in (select orchestra_id from performance) 	0	0
855	select orchestra from orchestra where orchestra_id not in (select orchestra_id from performance) 	0	0
856	intersect	0	2
857	intersect	0	2
858	"select count (*) from orchestra where major_record_format = ""cd"" or major_record_format = ""dvd"""	0	0
859	"select count (*) from orchestra where major_record_format = ""cd"" or major_record_format = ""dvd"""	0	0
860	select year_of_founded from orchestra as t1 join performance as t2 on t1.orchestra_id = t2.orchestra_id group by t2.orchestra_id having count (*) > 1	0	0
861	select year_of_founded from orchestra as t1 join performance as t2 on t1.orchestra_id = t2.orchestra_id group by t2.orchestra_id having count (*) > 1	0	0
862	select count (*) from highschooler	0	0
863	select count (*) from highschooler	0	0
864	select name , grade from highschooler	0	0
865	select name , grade from highschooler	0	0
866	select grade from highschooler	0	0
867	select grade from highschooler	0	0
868	"select grade from highschooler where name = ""kyle"""	0	0
869	"select grade from highschooler where name = ""kyle"""	0	0
870	select name from highschooler where grade = 10	0	0
871	select name from highschooler where grade = 10	0	0
872	"select id from highschooler where name = ""kyle"""	0	0
873	"select id from highschooler where name = ""kyle"""	0	0
874	select count (*) from highschooler where grade = 9 or grade = 10	0	0
875	select count (*) from highschooler where grade = 9 or grade = 10	0	0
876	select grade , count (*) from highschooler group by grade	0	0
877	select grade , count (*) from highschooler group by grade	0	0
878	select grade from highschooler group by grade order by count (*) desc limit 1	0	0
879	select grade from highschooler group by grade order by count (*) desc limit 1	0	0
880	select grade from highschooler group by grade having count (*) >= 4	0	0
881	select grade from highschooler group by grade having count (*) >= 4	0	0
882	select student_id , count (*) from friend group by student_id	0	0
883	select student_id , count (*) from friend group by student_id	0	0
884	select t2.name , count (*) from friend as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id	0	0
885	select t2.name , count (*) from friend as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id	0	0
886	select t2.name from friend as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id order by count (*) desc limit 1	0	0
887	select t2.name from friend as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id order by count (*) desc limit 1	0	0
888	select t2.name from friend as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id having count (*) >= 3	0	0
889	select t2.name from friend as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id having count (*) >= 3	0	0
890	"select t3.name from friend as t1 join highschooler as t2 on t1.student_id = t2.id join highschooler as t3 on t1.friend_id = t3.id where t2.name = ""kyle"""	0	0
891	"select t3.name from friend as t1 join highschooler as t2 on t1.student_id = t2.id join highschooler as t3 on t1.friend_id = t3.id where t2.name = ""kyle"""	0	0
892	"select count (*) from friend as t1 join highschooler as t2 on t1.student_id = t2.id where t2.name = ""kyle"""	0	0
893	"select count (*) from friend as t1 join highschooler as t2 on t1.student_id = t2.id where t2.name = ""kyle"""	0	0
894	except	0	2
895	except	0	2
896	except	0	2
897	except	0	2
898	intersect	0	2
899	intersect	0	2
900	intersect	0	2
901	intersect	0	2
902	select student_id , count (*) from likes group by student_id	0	0
903	select student_id , count (*) from likes group by student_id	0	0
904	select t2.name , count (*) from likes as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id	0	0
905	select t2.name , count (*) from likes as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id	0	0
906	select t2.name from likes as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id order by count (*) desc limit 1	0	0
907	select t2.name from likes as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id order by count (*) desc limit 1	0	0
908	select t2.name from likes as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id having count (*) >= 2	0	0
909	select t2.name from likes as t1 join highschooler as t2 on t1.student_id = t2.id group by t1.student_id having count (*) >= 2	0	0
910	select t2.name from friend as t1 join highschooler as t2 on t1.student_id = t2.id where t2.grade > 5 group by t1.student_id having count (*) >= 2	0	0
911	select t2.name from friend as t1 join highschooler as t2 on t1.student_id = t2.id where t2.grade > 5 group by t1.student_id having count (*) >= 2	0	0
912	"select count (*) from likes as t1 join highschooler as t2 on t1.student_id = t2.id where t2.name = ""kyle"""	0	0
913	"select count (*) from likes as t1 join highschooler as t2 on t1.student_id = t2.id where t2.name = ""kyle"""	0	0
914	select avg (grade) from highschooler where id in (select t1.student_id from friend as t1 join highschooler as t2 on t1.student_id = t2.id) 	0	0
915	select avg (grade) from highschooler where id in (select t1.student_id from friend as t1 join highschooler as t2 on t1.student_id = t2.id) 	0	0
916	select min (grade) from highschooler where id not in (select t1.student_id from friend as t1 join highschooler as t2 on t1.student_id = t2.id) 	0	0
917	select min (grade) from highschooler where id not in (select t1.student_id from friend as t1 join highschooler as t2 on t1.student_id = t2.id) 	0	0
918	intersect	0	2
919	intersect	0	2
920	select avg (age) from dogs where dog_id in 	1	0
921	select avg (age) from dogs where dog_id in 	1	0
922	union	0	2
923	union	0	2
924	select name from dogs where dog_id not in 	1	0
925	select name from dogs where dog_id not in 	1	0
926	union except	0	3
927	union except	0	3
928	except	0	2
929	except	0	2
930	select t1.owner_id , t2.first_name , t2.last_name from dogs as t1 join owners as t2 on t1.owner_id = t2.owner_id group by t1.owner_id order by count (*) desc limit 1	0	0
931	select t1.owner_id , t2.first_name , t2.last_name from dogs as t1 join owners as t2 on t1.owner_id = t2.owner_id group by t1.owner_id order by count (*) desc limit 1	0	0
932	select t1.professional_id , t1.role_code , t1.first_name from professionals as t1 join treatments as t2 on t1.professional_id = t2.professional_id group by t1.professional_id having count (*) >= 2	0	0
933	select t1.professional_id , t1.role_code , t1.first_name from professionals as t1 join treatments as t2 on t1.professional_id = t2.professional_id group by t1.professional_id having count (*) >= 2	0	0
934	select t1.breed_name from breeds as t1 join dogs as t2 on t1.breed_code = t2.breed_code group by t1.breed_name order by count (*) desc limit 1	0	0
935	select t1.breed_name from breeds as t1 join dogs as t2 on t1.breed_code = t2.breed_code group by t1.breed_name order by count (*) desc limit 1	0	0
936	select t1.owner_id , t1.last_name from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id join treatments as t3 on t2.dog_id = t3.dog_id group by t1.owner_id order by count (*) desc limit 1	0	0
937	select t1.owner_id , t1.last_name from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id join treatments as t3 on t2.dog_id = t3.dog_id group by t1.owner_id order by count (*) desc limit 1	0	0
938	select t1.treatment_type_description from treatment_types as t1 join treatments as t2 on t1.treatment_type_code = t2.treatment_type_code group by t1.treatment_type_code order by sum (cost_of_treatment) asc limit 1	0	0
939	select t1.treatment_type_description from treatment_types as t1 join treatments as t2 on t1.treatment_type_code = t2.treatment_type_code group by t1.treatment_type_code order by sum (cost_of_treatment) asc limit 1	0	0
940	select t1.owner_id , t1.zip_code from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id join treatments as t3 on t2.dog_id = t3.dog_id group by t1.owner_id order by sum (t3.cost_of_treatment) desc limit 1	0	0
941	select t1.owner_id , t1.zip_code from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id join treatments as t3 on t2.dog_id = t3.dog_id group by t1.owner_id order by sum (t3.cost_of_treatment) desc limit 1	0	0
942	select t1.professional_id , t1.cell_number from professionals as t1 join treatments as t2 on t1.professional_id = t2.professional_id group by t1.professional_id having count (*) >= 2	0	0
943	select t1.professional_id , t1.cell_number from professionals as t1 join treatments as t2 on t1.professional_id = t2.professional_id group by t1.professional_id having count (*) >= 2	0	0
944	select distinct t1.first_name , t1.last_name from professionals as t1 join treatments as t2 where cost_of_treatment < 	1	0
945	select distinct t1.first_name , t1.last_name from professionals as t1 join treatments as t2 where cost_of_treatment < 	1	0
946	select t1.date_of_treatment , t2.first_name from treatments as t1 join professionals as t2 on t1.professional_id = t2.professional_id	0	0
947	select t1.date_of_treatment , t2.first_name from treatments as t1 join professionals as t2 on t1.professional_id = t2.professional_id	0	0
948	select t1.cost_of_treatment , t2.treatment_type_description from treatments as t1 join treatment_types as t2 on t1.treatment_type_code = t2.treatment_type_code	0	0
949	select t1.cost_of_treatment , t2.treatment_type_description from treatments as t1 join treatment_types as t2 on t1.treatment_type_code = t2.treatment_type_code	0	0
950	select t1.first_name , t1.last_name , t2.size_code from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id	0	0
951	select t1.first_name , t1.last_name , t2.size_code from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id	0	0
952	select t1.first_name , t2.name from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id	0	0
953	select t1.first_name , t2.name from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id	0	0
954	select t1.name , t2.date_of_treatment from dogs as t1 join treatments as t2 on t1.dog_id = t2.dog_id where t1.breed_code = 	1	0
955	select t1.name , t2.date_of_treatment from dogs as t1 join treatments as t2 on t1.dog_id = t2.dog_id where t1.breed_code = 	1	0
956	select t1.first_name , t2.name from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id where t1.state = 'virginia'	0	0
957	select t1.first_name , t2.name from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id where t1.state = 'virginia'	0	0
958	select distinct t1.date_arrived , t1.date_departed from dogs as t1 join treatments as t2 on t1.dog_id = t2.dog_id	0	0
959	select distinct t1.date_arrived , t1.date_departed from dogs as t1 join treatments as t2 on t1.dog_id = t2.dog_id	0	0
960	select t1.last_name from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id where t2.age = 	1	0
961	select t1.last_name from owners as t1 join dogs as t2 on t1.owner_id = t2.owner_id where t2.age = 	1	0
962	select email_address from professionals where state = 'hawaii' or state = 'wisconsin'	0	0
963	select email_address from professionals where state = 'hawaii' or state = 'wisconsin'	0	0
964	select date_arrived , date_departed from dogs	0	0
965	select date_arrived , date_departed from dogs	0	0
966	select count (distinct dog_id) from treatments	0	0
967	select count (distinct dog_id) from treatments	0	0
968	select count (distinct professional_id) from treatments	0	0
969	select count (distinct professional_id) from treatments	0	0
970	select role_code , street , city , state from professionals where city like '%west%'	0	0
971	select role_code , street , city , state from professionals where city like '%west%'	0	0
972	select first_name , last_name , email_address from owners where state like '%north%'	0	0
973	select first_name , last_name , email_address from owners where state like '%north%'	0	0
974	select count (*) from dogs where age < 	1	0
975	select count (*) from dogs where age < 	1	0
976	select cost_of_treatment from treatments order by date_of_treatment desc limit 1	0	0
977	select cost_of_treatment from treatments order by date_of_treatment desc limit 1	0	0
978	select count (*) from dogs where dog_id not in 	1	0
979	select count (*) from dogs where dog_id not in 	1	0
980	select count (*) from owners where owner_id not in 	1	0
981	select count (*) from owners where owner_id not in 	1	0
982	select count (*) from professionals where professional_id not in 	1	0
983	select count (*) from professionals where professional_id not in 	1	0
984	select name , age , weight from dogs where abandoned_yn = 1	0	0
985	select name , age , weight from dogs where abandoned_yn = 1	0	0
986	select avg (age) from dogs	0	0
987	select avg (age) from dogs	0	0
988	select max (age) from dogs	0	0
989	select max (age) from dogs	0	0
990	select charge_type , charge_amount from charges	0	0
991	select charge_type , charge_amount from charges	0	0
992	select max (charge_amount) from charges	0	0
993	select max (charge_amount) from charges	0	0
994	select email_address , cell_number , home_phone from professionals	0	0
995	select email_address , cell_number , home_phone from professionals	0	0
996	select distinct breed_code , size_code from dogs	0	0
997	select distinct breed_code , size_code from dogs	0	0
998	select distinct t1.first_name , t3.treatment_type_description from professionals as t1 join treatments as t2 on t1.professional_id = t2.professional_id join treatment_types as t3 on t2.treatment_type_code = t3.treatment_type_code	0	0
999	select distinct t1.first_name , t3.treatment_type_description from professionals as t1 join treatments as t2 on t1.professional_id = t2.professional_id join treatment_types as t3 on t2.treatment_type_code = t3.treatment_type_code	0	0
1000	select count (*) from singer	0	0
1001	select count (*) from singer	0	0
1002	select name from singer order by net_worth_millions asc	0	0
1003	select name from singer order by net_worth_millions asc	0	0
1004	select birth_year , citizenship from singer	0	0
1005	select birth_year , citizenship from singer	0	0
1006	"select name from singer where citizenship != ""france"""	0	0
1007	"select name from singer where citizenship != ""france"""	0	0
1008	select name from singer where birth_year = 1948 or birth_year = 1949	0	0
1009	select name from singer where birth_year = 1948 or birth_year = 1949	0	0
1010	select name from singer order by net_worth_millions desc limit 1	0	0
1011	select name from singer order by net_worth_millions desc limit 1	0	0
1012	select citizenship , count (*) from singer group by citizenship	0	0
1013	select citizenship , count (*) from singer group by citizenship	0	0
1014	select citizenship from singer group by citizenship order by count (*) desc limit 1	0	0
1015	select citizenship from singer group by citizenship order by count (*) desc limit 1	0	0
1016	select citizenship , max (net_worth_millions) from singer group by citizenship	0	0
1017	select citizenship , max (net_worth_millions) from singer group by citizenship	0	0
1018	select t2.title , t1.name from singer as t1 join song as t2 on t1.singer_id = t2.singer_id	0	0
1019	select t2.title , t1.name from singer as t1 join song as t2 on t1.singer_id = t2.singer_id	0	0
1020	select distinct t1.name from singer as t1 join song as t2 on t1.singer_id = t2.singer_id where t2.sales > 300000	0	0
1021	select distinct t1.name from singer as t1 join song as t2 on t1.singer_id = t2.singer_id where t2.sales > 300000	0	0
1022	select t1.name from singer as t1 join song as t2 on t1.singer_id = t2.singer_id group by t1.name having count (*) > 1	0	0
1023	select t1.name from singer as t1 join song as t2 on t1.singer_id = t2.singer_id group by t1.name having count (*) > 1	0	0
1024	select t1.name , sum (t2.sales) from singer as t1 join song as t2 on t1.singer_id = t2.singer_id group by t1.name	0	0
1025	select t1.name , sum (t2.sales) from singer as t1 join song as t2 on t1.singer_id = t2.singer_id group by t1.name	0	0
1026	select name from singer where singer_id not in (select singer_id from song) 	0	0
1027	select name from singer where singer_id not in (select singer_id from song) 	0	0
1028	intersect	0	2
1029	intersect	0	2
1030	select count (*) from other_available_features	0	0
1031	"select t2.feature_type_name from other_available_features as t1 join ref_feature_types as t2 on t1.feature_type_code = t2.feature_type_code where t1.feature_name = ""aircon"""	0	0
1032	select t2.property_type_description from properties as t1 join ref_property_types as t2 on t1.property_type_code = t2.property_type_code group by t1.property_type_code	0	0
1033	union	0	2
